,Impute_Mode__SatisfactionScore,Impute_Median__DaysSinceLastLogin,Impute_Median__TotalSpend,Ordinal__InternetPlan,OneHot__HasFamilyPlan_Yes,OneHot__AutoPayment_Yes,OneHot__ContractType_OneYear,OneHot__ContractType_TwoYear,remainder__TenureMonths,remainder__SupportCalls,remainder__AvgWatchHours,remainder__PaymentDelayDays,remainder__NumberOfDevices,Churn
962,4.0,2.22,26914.61,1.0,0.0,0.0,0.0,1.0,29.0,3.0,12.01,5.0,3.0,0
963,8.0,2.69,30836.4,1.0,0.0,1.0,0.0,0.0,15.0,3.0,21.92,6.22,5.0,0
964,1.0,0.38,29843.53,1.0,0.0,1.0,0.0,0.0,10.0,1.0,16.05,1.55,4.0,0
965,7.0,4.61,20336.9,1.0,0.0,0.0,0.0,0.0,26.0,5.0,16.72,3.36,3.0,0
966,7.0,0.84,-2840.19,1.0,0.0,1.0,0.0,1.0,1.0,2.0,6.33,0.07,1.0,1
967,7.0,0.25,56258.33,1.0,0.0,1.0,0.0,0.0,51.0,4.0,14.14,0.53,1.0,0
968,2.0,6.75,-2613.03,0.0,0.0,1.0,0.0,1.0,2.0,2.0,15.28,5.63,3.0,0
969,10.0,3.28,38121.19,0.0,0.0,0.0,0.0,0.0,12.0,4.0,9.47,3.74,3.0,0
970,4.0,8.8,50586.03,1.0,1.0,1.0,0.0,0.0,51.0,3.0,13.22,1.8,3.0,0
971,7.0,8.54,133399.49,0.0,1.0,1.0,0.0,1.0,60.0,2.0,9.67,1.71,4.0,0
972,7.0,0.18,128224.02,0.0,0.0,1.0,0.0,0.0,51.0,5.0,7.75,0.81,1.0,0
973,3.0,0.71,74588.15,0.0,0.0,0.0,0.0,0.0,37.0,4.0,9.63,2.67,3.0,1
974,3.0,13.64,9164.79,1.0,0.0,1.0,0.0,1.0,7.0,4.0,17.16,7.18,2.0,1
975,1.0,1.45,50054.22,0.0,1.0,0.0,0.0,0.0,19.0,2.0,3.87,2.21,1.0,1
976,9.0,5.65,78793.53,2.0,1.0,0.0,0.0,0.0,47.0,5.0,20.62,4.51,4.0,0
977,6.0,1.1,48203.96,2.0,0.0,1.0,1.0,0.0,21.0,4.0,14.2,3.89,4.0,0
978,4.0,2.24,85440.66,0.0,1.0,0.0,0.0,0.0,34.0,4.0,15.86,1.46,3.0,0
979,5.0,34.25,22157.84,1.0,1.0,0.0,1.0,0.0,2.0,1.0,12.27,5.77,1.0,0
980,7.0,20.16,12721.16,0.0,0.0,0.0,0.0,0.0,15.0,6.0,7.36,0.31,1.0,0
981,4.0,5.65,-2817.79,2.0,1.0,0.0,0.0,1.0,7.0,2.0,18.41,1.51,2.0,0
982,9.0,14.69,32090.51,0.0,1.0,1.0,1.0,0.0,17.0,4.0,12.42,6.29,4.0,0
983,8.0,4.18,63761.94,1.0,1.0,0.0,1.0,0.0,38.0,2.0,18.8,3.79,2.0,0
984,2.0,1.03,78413.51,0.0,0.0,0.0,0.0,0.0,39.0,4.0,1.0,6.14,5.0,0
985,10.0,2.34,39559.81,0.0,0.0,1.0,0.0,0.0,22.0,6.0,2.1,2.91,3.0,0
986,8.0,13.33,23861.22,1.0,1.0,0.0,0.0,1.0,5.0,2.0,11.93,1.97,1.0,0
987,5.0,1.12,73464.94,1.0,1.0,0.0,1.0,0.0,27.0,2.0,8.33,1.97,5.0,0
988,3.0,1.95,67230.15,1.0,1.0,1.0,0.0,1.0,36.0,4.0,17.82,7.02,5.0,0
989,10.0,6.84,107817.46,2.0,0.0,0.0,0.0,0.0,33.0,5.0,16.66,0.82,2.0,0
990,10.0,5.65,100798.07,0.0,0.0,0.0,1.0,0.0,36.0,2.0,16.78,3.04,5.0,0
991,9.0,9.51,9243.48,0.0,1.0,1.0,0.0,0.0,9.0,5.0,20.59,2.85,1.0,0
992,5.0,7.78,27182.33,2.0,1.0,0.0,0.0,0.0,29.0,2.0,14.6,6.15,5.0,0
993,2.0,3.33,108828.78,2.0,0.0,1.0,0.0,0.0,55.0,1.0,18.05,0.01,1.0,0
994,10.0,0.05,87427.97,1.0,0.0,1.0,0.0,1.0,50.0,2.0,6.72,0.35,3.0,0
995,6.0,23.89,40381.78,0.0,0.0,1.0,0.0,0.0,15.0,3.0,9.95,2.56,2.0,0
996,7.0,15.25,36018.2,1.0,0.0,1.0,1.0,0.0,51.0,1.0,18.67,1.89,2.0,0
997,10.0,5.65,9482.24,2.0,0.0,1.0,1.0,0.0,26.0,2.0,15.62,0.58,1.0,0
998,5.0,0.88,128811.57,1.0,0.0,0.0,0.0,0.0,45.0,2.0,6.7,0.96,1.0,0
999,10.0,3.6,27992.47,0.0,1.0,0.0,1.0,0.0,17.0,1.0,22.22,2.95,5.0,0
1000,7.0,6.95,123895.07,0.0,0.0,1.0,0.0,0.0,46.0,2.0,16.99,1.59,5.0,0
1001,2.0,9.86,39262.99,1.0,0.0,0.0,0.0,0.0,13.0,4.0,13.8,0.67,5.0,1
1002,7.0,1.3,427.3,0.0,0.0,0.0,1.0,0.0,5.0,5.0,12.59,3.67,1.0,0
1003,3.0,2.29,50054.22,2.0,0.0,0.0,0.0,0.0,8.0,1.0,21.56,0.67,3.0,0
1004,5.0,13.1,43021.28,1.0,1.0,1.0,1.0,0.0,29.0,2.0,20.32,0.16,4.0,0
1005,1.0,0.94,13236.65,2.0,0.0,0.0,0.0,0.0,13.0,3.0,4.56,3.45,1.0,0
1006,1.0,22.83,50054.22,0.0,0.0,0.0,0.0,0.0,9.0,2.0,5.56,4.46,3.0,1
1007,7.0,5.33,49692.71,1.0,0.0,1.0,1.0,0.0,11.0,2.0,18.84,1.61,2.0,0
1008,8.0,27.15,45551.36,2.0,0.0,0.0,0.0,1.0,24.0,7.0,13.99,2.35,2.0,1
1009,6.0,6.57,75550.92,2.0,0.0,0.0,0.0,0.0,55.0,2.0,7.73,1.04,3.0,0
1010,5.0,3.02,187705.9,0.0,0.0,0.0,0.0,1.0,58.0,3.0,2.86,6.66,1.0,0
1011,8.0,0.77,50054.22,1.0,1.0,0.0,0.0,1.0,4.0,6.0,13.47,0.84,4.0,0
1012,7.0,12.05,38652.16,1.0,0.0,1.0,0.0,0.0,8.0,0.0,13.53,1.76,3.0,0
1013,9.0,3.86,64448.77,0.0,0.0,1.0,0.0,1.0,20.0,3.0,17.85,8.75,3.0,0
1014,2.0,4.02,50054.22,1.0,1.0,1.0,1.0,0.0,37.0,1.0,5.35,0.13,2.0,0
1015,9.0,0.9,55363.17,1.0,0.0,0.0,0.0,0.0,55.0,0.0,8.97,1.92,5.0,0
1016,8.0,24.83,123650.89,0.0,0.0,1.0,1.0,0.0,57.0,6.0,10.71,0.4,4.0,0
1017,4.0,18.53,50575.3,1.0,0.0,0.0,0.0,0.0,39.0,0.0,11.13,6.55,4.0,0
1018,8.0,2.76,78248.16,0.0,0.0,0.0,0.0,1.0,50.0,3.0,13.57,1.81,1.0,0
1019,7.0,9.08,70863.92,1.0,0.0,1.0,0.0,0.0,29.0,3.0,11.26,5.2,5.0,0
1020,10.0,2.97,95205.53,0.0,0.0,1.0,1.0,0.0,44.0,1.0,14.66,0.63,2.0,0
1021,2.0,6.67,-2580.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,14.0,2.6,1.0,0
1022,1.0,5.65,57054.11,2.0,0.0,0.0,1.0,0.0,32.0,5.0,13.48,2.81,1.0,0
1023,9.0,0.35,37288.35,1.0,0.0,1.0,0.0,0.0,52.0,3.0,15.08,2.86,5.0,0
1024,5.0,0.92,15291.24,2.0,1.0,1.0,0.0,0.0,3.0,2.0,10.33,3.42,4.0,0
1025,7.0,15.62,27922.53,1.0,0.0,1.0,0.0,0.0,23.0,3.0,17.14,5.68,2.0,0
1026,5.0,13.22,25557.11,0.0,0.0,1.0,0.0,1.0,3.0,3.0,17.53,4.3,4.0,0
1027,2.0,0.84,73569.18,0.0,1.0,0.0,0.0,0.0,35.0,3.0,13.15,3.36,1.0,0
1028,4.0,1.23,-7919.29,0.0,0.0,0.0,0.0,0.0,11.0,2.0,10.46,9.41,4.0,0
1029,10.0,0.12,108979.76,1.0,0.0,0.0,1.0,0.0,36.0,3.0,19.42,0.95,4.0,0
1030,4.0,5.16,36576.95,0.0,1.0,0.0,1.0,0.0,7.0,2.0,15.91,1.24,5.0,0
1031,1.0,0.48,42545.48,1.0,0.0,1.0,0.0,0.0,21.0,2.0,10.68,0.09,4.0,0
1032,7.0,5.65,62997.03,0.0,0.0,1.0,0.0,0.0,53.0,3.0,14.86,6.28,4.0,0
1033,7.0,22.92,81260.59,0.0,1.0,1.0,0.0,0.0,54.0,4.0,16.46,5.0,3.0,0
1034,6.0,23.23,107261.33,0.0,1.0,1.0,1.0,0.0,43.0,5.0,6.22,0.05,1.0,0
1035,7.0,9.85,50054.22,1.0,0.0,1.0,0.0,0.0,26.0,2.0,15.89,4.14,1.0,0
1036,10.0,11.82,33271.59,0.0,1.0,1.0,0.0,1.0,21.0,4.0,5.18,1.64,2.0,0
1037,4.0,1.65,22375.93,0.0,0.0,1.0,0.0,1.0,42.0,3.0,10.86,0.87,3.0,0
1038,6.0,1.85,-16218.21,0.0,1.0,1.0,0.0,1.0,3.0,7.0,12.91,1.06,4.0,0
1039,10.0,23.01,-284.39,1.0,0.0,1.0,0.0,0.0,10.0,2.0,8.43,1.39,2.0,0
1040,7.0,10.42,22632.34,1.0,0.0,1.0,0.0,1.0,10.0,2.0,10.78,7.61,1.0,0
1041,6.0,5.65,73524.48,1.0,1.0,1.0,0.0,0.0,25.0,0.0,14.35,2.09,3.0,0
1042,1.0,18.83,106431.55,0.0,0.0,0.0,0.0,0.0,34.0,2.0,17.36,4.33,4.0,1
1043,7.0,5.26,179185.16,1.0,1.0,1.0,0.0,0.0,53.0,3.0,11.99,0.64,5.0,0
1044,1.0,21.99,119.69,0.0,1.0,0.0,1.0,0.0,12.0,5.0,7.42,0.67,2.0,0
1045,7.0,16.42,97356.82,0.0,0.0,1.0,0.0,0.0,58.0,3.0,3.72,0.74,2.0,0
1046,1.0,3.41,46059.68,1.0,0.0,1.0,0.0,0.0,16.0,5.0,9.02,4.68,4.0,0
1047,7.0,0.54,104961.5,2.0,0.0,1.0,0.0,0.0,49.0,3.0,23.44,1.87,5.0,0
1048,1.0,6.46,189129.92,0.0,0.0,1.0,0.0,0.0,57.0,3.0,15.52,1.23,4.0,0
1049,10.0,20.7,68203.3,1.0,0.0,1.0,0.0,0.0,51.0,4.0,12.29,2.5,5.0,0
1050,1.0,5.67,33345.4,1.0,0.0,1.0,1.0,0.0,25.0,2.0,3.42,0.73,1.0,0
1051,6.0,3.51,17134.64,1.0,0.0,1.0,1.0,0.0,22.0,1.0,13.72,4.53,3.0,0
1052,4.0,0.67,44690.64,0.0,0.0,0.0,0.0,0.0,47.0,3.0,14.7,2.95,3.0,0
1053,1.0,5.47,14346.31,1.0,0.0,0.0,0.0,0.0,56.0,2.0,2.34,8.21,1.0,0
1054,7.0,3.49,60937.3,2.0,1.0,0.0,0.0,0.0,60.0,3.0,8.12,0.79,5.0,0
1055,5.0,5.65,33324.42,2.0,0.0,0.0,0.0,1.0,20.0,4.0,4.07,2.79,3.0,0
1056,5.0,0.05,20897.04,0.0,0.0,0.0,0.0,0.0,12.0,4.0,13.94,2.19,4.0,0
1057,7.0,10.14,50054.22,2.0,0.0,1.0,0.0,0.0,35.0,1.0,3.97,1.04,2.0,0
1058,6.0,2.75,482174.31,2.0,0.0,1.0,0.0,0.0,57.0,10.0,7.42,1.68,3.0,0
1059,2.0,0.46,111769.61,1.0,0.0,0.0,1.0,0.0,49.0,4.0,12.2,2.96,3.0,0
1060,7.0,15.42,29461.78,0.0,0.0,1.0,0.0,1.0,47.0,3.0,16.98,0.18,2.0,0
1061,10.0,15.94,63014.77,0.0,0.0,0.0,1.0,0.0,47.0,6.0,11.52,2.85,2.0,0
1062,3.0,17.42,129369.2,1.0,1.0,1.0,1.0,0.0,42.0,4.0,20.15,9.21,1.0,0
1063,4.0,5.7,-2170.31,1.0,0.0,1.0,1.0,0.0,1.0,2.0,7.96,2.83,4.0,0
1064,3.0,7.21,52617.8,1.0,0.0,0.0,0.0,0.0,23.0,1.0,9.36,7.7,4.0,0
1065,2.0,8.54,28669.78,2.0,1.0,1.0,0.0,1.0,34.0,0.0,9.58,4.79,2.0,0
1066,8.0,3.01,73526.75,0.0,0.0,1.0,0.0,0.0,34.0,0.0,15.63,2.69,1.0,0
1067,9.0,2.83,90573.58,2.0,0.0,1.0,0.0,0.0,52.0,2.0,15.31,0.35,3.0,0
1068,7.0,5.65,60319.16,1.0,0.0,1.0,1.0,0.0,51.0,2.0,9.0,6.21,1.0,0
1069,1.0,7.43,4791.51,1.0,0.0,1.0,0.0,1.0,5.0,2.0,7.47,4.24,5.0,0
1070,7.0,3.84,95594.53,1.0,0.0,0.0,0.0,0.0,60.0,1.0,10.74,3.21,3.0,0
1071,1.0,5.65,-6187.93,1.0,1.0,1.0,0.0,1.0,3.0,2.0,20.31,2.15,4.0,0
1072,6.0,10.25,77687.29,1.0,0.0,0.0,0.0,0.0,50.0,4.0,11.79,4.68,1.0,0
1073,1.0,1.25,75331.21,0.0,0.0,0.0,0.0,0.0,35.0,2.0,17.3,3.42,5.0,0
1074,10.0,1.14,40396.77,0.0,1.0,1.0,0.0,0.0,20.0,5.0,24.92,1.37,3.0,0
1075,2.0,1.19,88482.52,2.0,0.0,0.0,0.0,1.0,50.0,3.0,14.35,4.72,3.0,0
1076,9.0,17.41,43443.95,0.0,1.0,0.0,0.0,1.0,56.0,2.0,9.04,0.17,2.0,0
1077,9.0,7.58,118112.31,0.0,0.0,0.0,0.0,0.0,48.0,3.0,24.09,1.66,1.0,0
1078,2.0,24.01,29165.15,0.0,1.0,0.0,0.0,1.0,11.0,5.0,1.0,4.83,5.0,0
1079,9.0,5.69,16700.22,0.0,0.0,1.0,0.0,0.0,7.0,4.0,7.72,13.69,2.0,0
1080,3.0,7.37,47278.94,1.0,0.0,0.0,0.0,0.0,20.0,6.0,22.27,1.89,2.0,0
1081,1.0,13.97,81386.07,2.0,0.0,1.0,0.0,1.0,40.0,2.0,9.25,9.02,5.0,1
1082,8.0,0.89,70297.82,0.0,0.0,1.0,0.0,0.0,32.0,4.0,15.85,0.6,3.0,0
1083,7.0,14.12,65385.4,2.0,0.0,1.0,1.0,0.0,24.0,3.0,7.25,0.85,5.0,0
1084,2.0,0.22,27683.07,0.0,1.0,0.0,1.0,0.0,49.0,3.0,7.49,0.63,4.0,0
1085,6.0,4.99,54052.22,0.0,1.0,0.0,0.0,0.0,26.0,2.0,13.06,2.04,2.0,1
1086,8.0,2.1,65051.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,12.97,5.37,4.0,0
1087,4.0,10.45,-9060.0,1.0,0.0,1.0,0.0,0.0,11.0,3.0,15.92,4.53,2.0,0
1088,10.0,2.88,131031.95,0.0,0.0,0.0,0.0,0.0,56.0,3.0,9.22,4.31,2.0,0
1089,7.0,0.2,82959.33,1.0,0.0,0.0,0.0,1.0,35.0,2.0,16.05,10.63,2.0,0
1090,7.0,33.56,105353.9,1.0,1.0,0.0,0.0,0.0,41.0,5.0,6.88,4.23,1.0,0
1091,1.0,4.27,130226.13,0.0,0.0,1.0,0.0,0.0,49.0,0.0,15.47,3.41,1.0,0
1092,4.0,31.07,31544.51,1.0,1.0,1.0,0.0,0.0,13.0,3.0,7.06,0.2,2.0,1
1093,7.0,1.72,116066.68,1.0,0.0,1.0,0.0,0.0,58.0,1.0,11.72,4.03,5.0,0
1094,9.0,5.32,84180.11,1.0,1.0,0.0,0.0,0.0,45.0,4.0,10.76,0.99,3.0,0
1095,7.0,1.81,108371.33,0.0,1.0,1.0,0.0,0.0,41.0,3.0,13.22,0.96,4.0,0
1096,6.0,1.28,86703.25,2.0,0.0,1.0,0.0,0.0,58.0,1.0,28.89,5.98,5.0,0
1097,5.0,3.46,56968.9,0.0,0.0,1.0,0.0,1.0,32.0,5.0,8.03,19.14,5.0,0
1098,8.0,0.84,52107.48,1.0,1.0,1.0,0.0,0.0,28.0,3.0,19.99,1.33,2.0,0
1099,3.0,23.21,8933.47,0.0,1.0,0.0,0.0,1.0,13.0,3.0,16.23,4.16,1.0,0
1100,2.0,1.32,19386.82,0.0,0.0,1.0,0.0,0.0,20.0,5.0,12.05,1.63,2.0,0
1101,3.0,5.44,82937.53,0.0,0.0,1.0,1.0,0.0,32.0,2.0,16.18,1.67,1.0,0
1102,10.0,15.48,79481.8,1.0,1.0,1.0,0.0,0.0,51.0,5.0,9.75,0.96,2.0,0
1103,4.0,4.2,28117.8,1.0,0.0,0.0,0.0,1.0,11.0,1.0,7.99,4.05,4.0,0
1104,7.0,3.02,127393.32,1.0,1.0,1.0,0.0,0.0,60.0,2.0,2.94,4.1,5.0,0
1105,5.0,7.47,17701.77,0.0,0.0,0.0,1.0,0.0,11.0,1.0,14.18,3.21,1.0,0
1106,5.0,3.2,116210.03,1.0,0.0,0.0,0.0,0.0,59.0,2.0,16.22,13.78,2.0,0
1107,8.0,1.53,36810.54,1.0,0.0,1.0,1.0,0.0,23.0,5.0,8.46,1.51,2.0,0
1108,7.0,3.74,109242.14,1.0,0.0,1.0,0.0,0.0,44.0,3.0,10.12,8.85,5.0,0
1109,4.0,9.36,89927.22,1.0,0.0,1.0,0.0,1.0,40.0,4.0,17.61,16.68,3.0,0
1110,6.0,4.68,40395.1,1.0,0.0,0.0,1.0,0.0,57.0,5.0,19.63,0.04,4.0,0
1111,2.0,4.9,102359.16,0.0,0.0,0.0,0.0,0.0,59.0,3.0,11.69,3.2,3.0,0
1112,1.0,2.51,33430.34,0.0,1.0,1.0,1.0,0.0,13.0,1.0,15.41,1.79,3.0,0
1113,8.0,4.07,8276.7,1.0,0.0,1.0,0.0,1.0,29.0,4.0,5.05,6.63,4.0,0
1114,2.0,31.87,116548.54,2.0,0.0,1.0,0.0,1.0,56.0,2.0,14.82,0.18,2.0,0
1115,7.0,19.91,55575.83,1.0,1.0,1.0,0.0,0.0,23.0,2.0,17.89,2.28,2.0,0
1116,10.0,11.45,63823.7,2.0,1.0,1.0,0.0,0.0,41.0,7.0,19.06,3.44,3.0,0
1117,5.0,24.43,109994.21,0.0,1.0,1.0,0.0,0.0,54.0,3.0,21.26,1.67,5.0,0
1118,9.0,0.76,15668.36,1.0,1.0,1.0,0.0,0.0,9.0,5.0,19.71,4.23,4.0,0
1119,9.0,5.67,76693.98,0.0,0.0,0.0,0.0,0.0,45.0,2.0,17.16,3.68,5.0,0
1120,7.0,3.11,50335.34,1.0,0.0,1.0,1.0,0.0,22.0,4.0,6.98,1.0,2.0,0
1121,6.0,28.0,69677.46,1.0,1.0,1.0,0.0,0.0,29.0,2.0,6.82,0.17,1.0,0
1122,4.0,3.28,-1390.9,1.0,0.0,1.0,0.0,0.0,13.0,4.0,19.49,3.19,1.0,0
1123,1.0,5.77,50054.22,1.0,0.0,0.0,0.0,1.0,54.0,1.0,13.01,0.23,3.0,0
1124,6.0,1.8,66854.49,2.0,0.0,0.0,0.0,0.0,18.0,4.0,17.3,0.58,1.0,0
1125,6.0,9.86,64659.38,2.0,1.0,1.0,0.0,0.0,20.0,6.0,17.68,3.79,4.0,0
1126,3.0,9.47,91805.79,2.0,1.0,0.0,0.0,1.0,45.0,5.0,12.91,1.05,2.0,0
1127,1.0,5.47,84087.41,1.0,1.0,0.0,0.0,0.0,39.0,1.0,5.25,0.95,2.0,0
1128,5.0,15.67,6457.1,1.0,0.0,0.0,0.0,0.0,1.0,2.0,8.92,16.28,4.0,0
1129,1.0,15.8,126198.29,1.0,1.0,1.0,0.0,1.0,58.0,3.0,7.51,4.32,5.0,0
1130,3.0,2.27,19742.32,0.0,0.0,0.0,0.0,0.0,2.0,1.0,20.91,0.12,2.0,0
1131,3.0,11.64,78882.39,0.0,0.0,1.0,0.0,1.0,43.0,4.0,2.63,1.27,3.0,0
1132,1.0,6.06,35445.8,1.0,0.0,1.0,0.0,1.0,21.0,1.0,13.97,1.49,2.0,0
1133,8.0,2.65,29771.78,2.0,0.0,1.0,1.0,0.0,14.0,3.0,14.99,0.72,5.0,0
1134,7.0,0.07,128201.34,1.0,0.0,1.0,0.0,1.0,44.0,4.0,16.32,2.1,3.0,0
1135,6.0,1.21,-2790.51,2.0,0.0,1.0,0.0,0.0,3.0,3.0,10.23,3.18,3.0,0
1136,1.0,18.55,32023.7,1.0,0.0,0.0,0.0,0.0,17.0,2.0,15.65,19.93,3.0,1
1137,10.0,5.65,33317.77,1.0,0.0,0.0,1.0,0.0,12.0,5.0,8.87,2.39,3.0,0
1138,1.0,10.4,71602.56,1.0,0.0,1.0,0.0,0.0,4.0,6.0,7.73,3.53,5.0,1
1139,5.0,2.24,-4038.49,0.0,0.0,1.0,0.0,0.0,18.0,2.0,16.02,6.47,3.0,0
1140,7.0,7.33,39763.53,1.0,1.0,1.0,1.0,0.0,23.0,3.0,11.14,0.2,1.0,0
1141,1.0,5.65,92890.59,2.0,0.0,1.0,0.0,0.0,46.0,3.0,8.81,0.32,2.0,0
1142,7.0,7.79,126388.03,0.0,1.0,0.0,0.0,0.0,45.0,0.0,3.18,1.61,4.0,0
1143,5.0,4.28,106913.51,0.0,0.0,1.0,1.0,0.0,57.0,4.0,11.88,0.68,4.0,0
1144,5.0,5.78,-13674.32,1.0,1.0,1.0,0.0,0.0,10.0,2.0,3.1,1.57,3.0,0
1145,10.0,1.61,50054.22,1.0,0.0,0.0,0.0,0.0,40.0,1.0,16.89,4.2,2.0,0
1146,9.0,5.65,82576.42,0.0,0.0,1.0,0.0,0.0,46.0,4.0,16.16,0.01,1.0,0
1147,6.0,16.31,29027.08,2.0,1.0,1.0,1.0,0.0,11.0,3.0,11.81,1.63,1.0,0
1148,2.0,0.34,80719.81,1.0,1.0,0.0,0.0,0.0,34.0,3.0,3.39,0.23,3.0,0
1149,2.0,4.37,36717.94,1.0,0.0,1.0,0.0,1.0,13.0,3.0,16.03,1.48,5.0,0
1150,6.0,6.74,137130.34,1.0,0.0,1.0,0.0,1.0,37.0,4.0,14.26,0.34,3.0,0
1151,1.0,1.13,50134.54,0.0,1.0,1.0,0.0,0.0,38.0,2.0,8.47,6.52,3.0,0
1152,4.0,34.13,88012.89,1.0,1.0,0.0,0.0,0.0,49.0,3.0,19.71,0.49,3.0,0
1153,4.0,58.53,32485.19,2.0,0.0,0.0,1.0,0.0,20.0,4.0,16.73,0.44,5.0,1
1154,7.0,0.67,39529.29,1.0,1.0,1.0,0.0,0.0,10.0,3.0,22.62,3.36,4.0,0
1155,8.0,1.97,70148.94,2.0,0.0,1.0,0.0,0.0,20.0,7.0,14.25,0.69,2.0,0
1156,10.0,9.49,61175.94,1.0,0.0,1.0,0.0,0.0,28.0,3.0,4.22,1.02,4.0,0
1157,5.0,15.47,68525.27,0.0,0.0,1.0,0.0,1.0,49.0,1.0,16.17,0.3,5.0,0
1158,7.0,0.83,64342.67,0.0,1.0,0.0,0.0,1.0,56.0,4.0,22.8,0.98,3.0,0
1159,10.0,3.98,56124.77,0.0,0.0,1.0,0.0,1.0,54.0,3.0,13.97,4.35,1.0,0
1160,4.0,0.36,59868.41,0.0,0.0,1.0,0.0,0.0,24.0,1.0,15.04,0.7,2.0,0
1161,9.0,1.41,56435.74,1.0,0.0,0.0,0.0,0.0,53.0,6.0,7.55,0.6,3.0,0
1162,6.0,15.3,63422.18,2.0,1.0,0.0,1.0,0.0,35.0,2.0,9.75,1.11,1.0,0
1163,2.0,8.09,85208.02,1.0,1.0,1.0,0.0,0.0,50.0,4.0,15.38,2.72,4.0,0
1164,8.0,7.31,63578.22,1.0,1.0,0.0,1.0,0.0,55.0,3.0,6.87,6.62,1.0,0
1165,1.0,4.49,22568.16,1.0,0.0,1.0,1.0,0.0,15.0,2.0,12.75,1.87,5.0,0
1166,3.0,0.67,68485.82,0.0,1.0,1.0,1.0,0.0,38.0,5.0,7.38,2.39,4.0,0
1167,8.0,0.09,18937.45,1.0,1.0,0.0,1.0,0.0,8.0,3.0,13.93,0.84,1.0,0
1168,4.0,16.28,36914.05,1.0,0.0,0.0,0.0,0.0,18.0,5.0,15.57,4.74,1.0,0
1169,3.0,1.85,42473.27,1.0,0.0,0.0,0.0,0.0,23.0,6.0,25.55,3.27,1.0,0
1170,6.0,8.05,108085.83,0.0,0.0,1.0,1.0,0.0,35.0,1.0,9.58,2.66,1.0,0
1171,6.0,0.05,35119.34,1.0,1.0,1.0,0.0,0.0,51.0,2.0,2.95,5.91,5.0,0
1172,3.0,2.31,87879.25,0.0,1.0,0.0,1.0,0.0,59.0,1.0,16.43,6.83,1.0,0
1173,10.0,3.58,80544.45,0.0,0.0,1.0,1.0,0.0,32.0,1.0,7.37,3.56,5.0,0
1174,3.0,2.17,68107.67,2.0,0.0,0.0,0.0,0.0,36.0,3.0,18.39,0.93,3.0,0
1175,5.0,1.93,67752.16,1.0,0.0,0.0,1.0,0.0,37.0,2.0,15.11,7.7,5.0,0
1176,4.0,5.2,75775.33,2.0,0.0,0.0,0.0,1.0,33.0,3.0,9.78,6.78,5.0,0
1177,6.0,6.64,50054.22,2.0,0.0,0.0,0.0,0.0,32.0,1.0,18.75,3.41,4.0,0
1178,5.0,16.94,116420.13,0.0,1.0,1.0,1.0,0.0,48.0,0.0,12.96,4.03,1.0,0
1179,8.0,19.41,83838.05,0.0,0.0,0.0,0.0,0.0,36.0,4.0,6.6,0.24,2.0,0
1180,3.0,5.56,50054.22,0.0,1.0,1.0,0.0,1.0,49.0,1.0,12.22,0.98,1.0,0
1181,4.0,6.76,93413.91,0.0,1.0,0.0,1.0,0.0,35.0,1.0,12.17,3.59,2.0,0
1182,7.0,0.81,22847.24,1.0,1.0,0.0,0.0,0.0,10.0,1.0,2.41,3.63,5.0,1
1183,1.0,14.37,50054.22,1.0,0.0,0.0,0.0,1.0,58.0,6.0,26.12,0.64,5.0,0
1184,3.0,0.78,95458.77,1.0,1.0,0.0,0.0,1.0,36.0,5.0,12.46,3.02,2.0,0
1185,4.0,7.9,328709.16000000003,2.0,1.0,1.0,1.0,0.0,59.0,4.0,7.04,0.36,2.0,0
1186,8.0,5.15,41283.48,1.0,0.0,1.0,1.0,0.0,18.0,3.0,12.57,2.13,2.0,0
1187,5.0,7.83,12322.01,1.0,0.0,1.0,1.0,0.0,1.0,1.0,12.46,2.36,4.0,0
1188,9.0,21.62,66266.49,0.0,0.0,1.0,0.0,1.0,28.0,2.0,10.31,10.26,1.0,0
1189,9.0,13.77,69790.46,1.0,0.0,1.0,0.0,0.0,24.0,3.0,5.37,2.54,1.0,0
1190,8.0,2.64,27493.48,2.0,0.0,1.0,1.0,0.0,30.0,3.0,7.44,9.5,4.0,0
1191,2.0,2.84,38571.8,1.0,1.0,0.0,1.0,0.0,33.0,1.0,7.99,0.74,3.0,0
1192,6.0,9.33,3558.26,0.0,0.0,1.0,1.0,0.0,11.0,6.0,12.71,5.19,5.0,0
1193,3.0,1.1,29557.99,0.0,0.0,1.0,1.0,0.0,18.0,4.0,13.05,5.27,1.0,0
1194,1.0,2.38,71153.48,2.0,1.0,1.0,0.0,0.0,53.0,2.0,7.49,1.67,5.0,0
1195,1.0,8.69,-753.54,0.0,0.0,1.0,0.0,0.0,6.0,4.0,8.71,0.47,3.0,1
1196,4.0,14.31,61056.5,1.0,0.0,1.0,0.0,0.0,34.0,5.0,4.71,3.29,3.0,0
1197,7.0,7.9,50054.22,1.0,1.0,0.0,0.0,1.0,41.0,1.0,13.6,0.09,3.0,0
1198,5.0,18.78,5246.96,1.0,0.0,1.0,1.0,0.0,14.0,4.0,10.87,4.32,5.0,0
1199,4.0,7.12,28659.94,1.0,0.0,0.0,0.0,0.0,33.0,3.0,4.64,4.24,4.0,0
