EmployeeID,Age,Gender,Department,JobLevel,YearsAtCompany,MonthlyIncome,Overtime,WorkLifeBalance,DistanceFromHome,NumCompaniesWorked,TrainingHours,PerformanceRating,SatisfactionScore,Attrition,BadgeNumber
11242,50,Male,IT,1,7,22558.0,No,Good,19,8,42.0,High,5,No,699364
11243,59,Female,IT,4,19,,No,Fair,1,3,17.0,Average,4,No,743759
11244,55,Female,Sales,3,21,81349.0,Yes,Excellent,29,4,58.0,High,3,No,370246
11245,38,Female,Sales,3,18,73927.0,No,Good,23,6,17.0,Average,1,No,112754
11246,59,Female,HR,4,29,108385.0,Yes,Good,33,1,43.0,High,6,No,264435
11247,37,Female,Sales,3,27,81753.0,Yes,Good,41,7,27.0,Average,10,No,567082
11248,34,Male,Sales,1,34,56482.0,Yes,Excellent,23,1,18.0,Average,5,No,558993
11249,51,Male,Sales,3,10,80351.0,No,Good,5,9,21.0,Average,1,No,774107
11250,44,Female,HR,2,30,,Yes,,7,4,28.0,Average,5,No,280956
11251,55,Female,Finance,1,29,52333.0,Yes,Good,6,1,,High,6,No,455515
11252,54,Male,IT,1,22,41663.0,Yes,Poor,22,1,67.0,High,10,No,528610
11253,23,Female,Marketing,3,18,69362.0,Yes,Good,13,3,38.0,Average,5,No,422628
11254,57,Female,IT,3,11,69726.0,No,Good,12,3,55.0,Average,1,No,356438
11255,46,Female,Finance,1,14,35018.0,No,Fair,4,7,14.0,Average,5,No,929516
11256,43,Male,Marketing,3,30,95466.0,Yes,Poor,8,5,,High,10,No,852015
11257,59,Male,IT,4,14,93663.0,No,Fair,37,9,25.0,Average,1,No,262165
11258,35,Female,IT,1,28,57004.0,No,Good,31,7,41.0,Low,3,No,631467
11259,24,Female,Finance,1,25,42490.0,No,Excellent,37,6,11.0,Average,2,No,789638
11260,49,Male,Sales,3,1,59045.0,No,Excellent,26,9,17.0,Low,1,Yes,407957
11261,42,Male,HR,1,19,44791.0,No,Fair,43,3,34.0,High,4,No,315788
11262,45,Female,IT,3,14,64673.0,Yes,Good,8,1,35.0,Average,2,No,303515
11263,33,Female,IT,1,3,19688.0,No,Excellent,40,8,,Average,5,No,202816
11264,38,Male,Sales,2,21,52463.0,No,Fair,33,1,36.0,High,10,No,464750
11265,53,Male,Marketing,3,22,84417.0,No,Good,29,0,20.0,Low,1,No,294900
11266,36,Male,IT,3,25,87990.0,No,Good,5,7,77.0,Average,10,No,216331
11267,22,Female,IT,4,10,92582.0,Yes,Poor,28,9,26.0,Average,1,No,733552
11268,55,Male,Marketing,4,27,103027.0,No,Excellent,40,8,68.0,Average,10,No,169942
11269,54,Female,IT,3,1,57908.0,No,,17,0,48.0,Average,4,No,457683
11270,50,Male,Marketing,3,7,68326.0,No,Poor,23,6,44.0,High,7,No,906180
11271,33,Male,IT,1,28,47076.0,Yes,Poor,9,1,41.0,High,2,No,975120
11272,33,Male,Sales,2,10,42564.0,No,Poor,2,5,20.0,High,2,No,175127
11273,38,Male,Finance,1,17,34062.0,No,Fair,32,4,47.0,High,1,Yes,371886
11274,52,Female,IT,4,13,85504.0,No,Good,31,0,67.0,Average,5,No,103411
11275,52,Female,Finance,2,9,41576.0,No,Good,7,1,19.0,Average,6,No,706290
11276,55,Male,Marketing,2,34,72721.0,No,Fair,30,1,48.0,Average,6,No,400608
11277,59,Female,Finance,1,8,32885.0,Yes,Excellent,3,9,13.0,High,2,No,736355
11278,49,Male,IT,3,34,94221.0,Yes,Good,9,9,69.0,Average,7,No,391842
11279,49,Male,Marketing,4,10,85840.0,Yes,Poor,10,5,48.0,Average,6,No,224359
11280,36,Male,IT,2,11,45895.0,No,Fair,26,0,24.0,Average,8,No,471560
11281,30,Male,IT,4,2,70701.0,Yes,Good,1,3,,Average,6,No,962443
11282,50,Female,Marketing,1,13,35313.0,No,Good,30,9,78.0,Average,9,No,184360
11283,45,Male,Sales,2,27,69156.0,No,Fair,38,4,37.0,High,10,No,433440
11284,59,Male,Finance,4,10,88667.0,Yes,Fair,15,1,,Average,2,No,707990
11285,40,Female,Marketing,2,24,72609.0,Yes,Excellent,25,1,35.0,High,7,No,491914
11286,25,Male,Finance,5,20,109851.0,Yes,Excellent,6,6,70.0,Average,5,No,933565
11287,21,Male,IT,1,9,33967.0,No,Fair,18,6,22.0,Average,1,No,277734
11288,50,Male,Finance,1,14,28321.0,Yes,Good,1,5,32.0,High,3,No,293493
11289,23,Female,IT,4,18,106042.0,Yes,Good,3,0,72.0,High,4,No,125180
11290,34,Male,Marketing,1,21,38482.0,No,Good,17,2,69.0,Low,2,No,532410
11291,50,Female,Sales,5,20,118143.0,No,Good,8,8,49.0,Average,7,No,574840
11292,24,Male,Sales,5,31,120676.0,Yes,Excellent,40,9,62.0,Average,1,No,767885
11293,38,Male,HR,1,22,43487.0,No,Good,17,0,51.0,Average,3,No,239994
11294,57,Female,IT,2,12,59674.0,No,Good,25,1,70.0,Average,9,No,293854
11295,45,Male,IT,1,4,17893.0,No,Good,41,7,56.0,High,2,No,573034
11296,21,Male,Finance,2,3,52825.0,No,Excellent,12,6,,Average,5,No,478192
11297,35,Female,IT,1,27,50368.0,Yes,Good,29,8,5.0,Average,4,Yes,528062
11298,29,Female,IT,1,13,39454.0,No,Poor,25,9,43.0,Average,3,No,838257
11299,35,Female,Sales,2,7,46817.0,No,Fair,36,3,79.0,High,5,No,588338
11300,44,Female,IT,2,8,48342.0,Yes,Good,25,3,5.0,High,6,No,468241
11301,24,Female,IT,5,34,122243.0,No,Fair,29,6,79.0,Average,1,No,953605
11302,32,Male,Sales,4,20,93162.0,No,Good,11,0,78.0,Average,2,No,113916
11303,57,Female,HR,3,17,81575.0,Yes,Excellent,4,9,18.0,High,1,No,786286
11304,57,Male,Sales,2,32,72334.0,Yes,Good,14,8,75.0,Average,3,No,142941
11305,26,Male,Sales,4,7,81232.0,No,Excellent,38,1,27.0,Average,8,No,684582
11306,59,Male,IT,2,16,45915.0,Yes,Fair,17,0,47.0,High,8,No,119684
11307,44,Female,Sales,3,30,86774.0,No,Excellent,2,6,26.0,High,4,No,988740
11308,31,Female,Finance,5,33,136338.0,Yes,Good,8,5,64.0,Average,6,No,772326
11309,33,Male,Finance,2,5,34304.0,Yes,Good,36,2,31.0,Average,9,Yes,345077
11310,54,Female,IT,3,21,83502.0,No,Good,10,0,60.0,Average,7,No,583787
11311,45,Female,Marketing,4,13,,No,Fair,7,4,6.0,Average,2,No,812839
11312,27,Female,IT,4,2,72984.0,No,Good,36,9,43.0,Average,2,No,306776
11313,24,Female,IT,3,11,65520.0,No,Good,16,3,55.0,Average,3,No,551537
11314,28,Male,Marketing,1,11,28253.0,Yes,Fair,14,4,23.0,Low,8,No,960443
11315,40,Male,Sales,2,1,34788.0,No,Good,16,0,66.0,Average,10,No,717297
11316,49,Female,Marketing,1,1,24778.0,No,Good,25,0,75.0,Average,9,No,397310
11317,30,Male,Sales,3,14,68207.0,Yes,Fair,41,4,71.0,Average,3,Yes,677552
11318,54,Female,IT,1,22,55245.0,No,Poor,4,5,67.0,Average,9,No,330614
11319,46,Female,Sales,4,28,107397.0,Yes,Good,29,4,9.0,Average,10,No,627754
11320,23,Male,Finance,1,16,33742.0,No,Good,6,1,76.0,Average,8,No,908334
11321,26,Male,IT,1,31,61040.0,No,,1,8,65.0,Average,5,No,684093
11322,25,Male,Finance,2,6,46943.0,No,Excellent,39,4,75.0,High,10,No,463614
11323,25,Female,HR,3,29,78874.0,No,Good,1,4,11.0,Average,3,No,357656
11324,43,Male,HR,1,27,44193.0,No,Good,40,9,54.0,High,7,No,159397
11325,29,Female,Sales,2,13,50907.0,Yes,Good,3,8,50.0,Average,9,No,364278
11326,55,Male,HR,2,29,61298.0,No,Good,1,2,76.0,Average,6,No,479068
11327,40,Male,Marketing,1,16,49743.0,Yes,Fair,1,4,78.0,Low,3,No,689414
11328,55,Female,HR,1,31,60133.0,No,Good,39,4,18.0,Average,5,No,927811
11329,38,Female,Finance,4,5,77920.0,No,Good,21,1,77.0,High,7,No,454082
11330,37,Female,Finance,2,23,61543.0,No,Poor,30,3,73.0,High,8,No,848610
11331,44,Female,HR,1,5,20402.0,Yes,Good,32,1,69.0,High,4,No,709897
11332,23,Female,IT,4,26,91415.0,No,Excellent,33,4,69.0,Average,2,No,573335
11333,52,Female,Sales,5,17,100002.0,No,Good,22,9,61.0,Average,10,No,399867
11334,55,Female,Sales,3,23,,Yes,Good,30,1,66.0,Average,2,No,272238
11335,58,Female,Sales,2,23,73041.0,No,Excellent,4,9,24.0,Average,3,No,189292
11336,33,Male,IT,4,33,108145.0,Yes,Good,23,8,79.0,Average,8,No,709598
11337,45,Female,IT,5,14,112247.0,No,Fair,44,9,30.0,High,1,No,975602
11338,29,Female,IT,3,10,69038.0,Yes,Fair,25,5,48.0,High,7,Yes,852039
11339,24,Male,IT,2,21,64945.0,No,Good,12,7,,Average,6,No,107249
11340,34,Female,HR,3,23,73048.0,Yes,Good,17,8,74.0,Average,2,No,603582
11341,57,Male,IT,3,0,43150.0,Yes,Fair,15,7,66.0,Average,9,No,590020
11342,54,Male,Finance,1,17,,No,Fair,10,4,49.0,Average,5,No,103796
11343,31,Female,Sales,2,11,37324.0,Yes,Excellent,35,4,15.0,Average,2,No,642852
11344,23,Male,Sales,4,27,103510.0,No,Good,29,5,76.0,High,3,No,589464
11345,48,Female,Finance,3,6,58993.0,Yes,Excellent,12,0,78.0,Average,7,No,194322
11346,49,Male,HR,2,22,59639.0,No,Good,1,7,38.0,Average,7,No,311920
11347,29,Male,IT,3,20,79886.0,No,Excellent,1,1,50.0,Average,10,No,743203
11348,23,Male,HR,1,33,53534.0,Yes,Fair,10,5,36.0,Low,1,Yes,715797
11349,45,Female,HR,2,10,50374.0,Yes,Good,18,8,79.0,High,10,No,489273
11350,54,Female,Sales,3,21,80046.0,No,Poor,2,2,9.0,Average,4,No,309815
11351,32,Male,Sales,1,34,71392.0,No,Good,8,1,67.0,High,6,No,297559
11352,29,Male,IT,1,28,43287.0,No,Good,22,9,33.0,Average,8,No,415317
11353,35,Female,IT,5,27,122575.0,No,,22,4,52.0,Average,3,No,491973
11354,45,Female,Finance,1,17,40988.0,No,Excellent,26,8,20.0,Low,3,No,875533
11355,25,Male,Marketing,1,13,32061.0,Yes,Excellent,26,5,29.0,Average,8,No,766750
11356,31,Male,IT,5,17,102377.0,Yes,Poor,9,7,76.0,High,8,No,156627
11357,54,Female,Finance,3,27,93942.0,Yes,Good,21,7,33.0,High,8,No,842090
11358,44,Female,HR,3,23,83621.0,Yes,Good,31,6,56.0,High,1,No,262022
11359,35,Female,IT,4,7,72798.0,Yes,Good,43,4,50.0,Average,8,No,556179
11360,58,Female,Finance,1,7,29032.0,No,Excellent,6,1,29.0,High,8,No,800053
11361,28,Female,HR,3,3,67809.0,No,Fair,14,9,27.0,High,2,No,250672
11362,25,Male,IT,2,26,66982.0,No,Excellent,33,9,38.0,Low,9,No,567850
11363,46,Female,Sales,4,4,76786.0,Yes,Fair,7,4,71.0,High,7,No,556302
11364,38,Male,IT,2,32,83808.0,No,Good,24,6,38.0,Average,8,No,701766
11365,26,Female,Marketing,3,33,87777.0,No,Good,9,6,36.0,Average,2,No,114012
11366,57,Male,Marketing,2,29,81165.0,No,Fair,11,1,33.0,Average,4,No,341626
11367,33,Female,Finance,2,7,50237.0,Yes,Fair,23,6,13.0,High,7,No,934608
11368,48,Female,Finance,3,25,78454.0,Yes,Excellent,2,5,70.0,Average,6,No,896778
11369,25,Male,IT,3,33,89590.0,Yes,Good,15,6,61.0,Average,7,No,507644
11370,33,Male,IT,3,6,58051.0,Yes,Fair,35,7,43.0,Average,1,Yes,892187
11371,37,Female,Sales,2,27,57398.0,No,Good,36,3,11.0,Average,8,No,604636
11372,52,Female,IT,2,27,69962.0,Yes,,28,0,73.0,Average,7,No,630571
11373,49,Female,IT,3,13,64326.0,Yes,Fair,39,7,12.0,Average,4,No,935468
11374,23,Female,Marketing,4,3,77379.0,No,Good,44,7,22.0,Average,1,No,232409
11375,54,Female,IT,3,17,66654.0,No,Poor,4,2,,High,8,No,489130
11376,47,Male,IT,4,24,,No,Excellent,10,2,20.0,High,10,No,208991
11377,33,Male,IT,4,6,83625.0,No,Good,6,4,25.0,High,7,No,610878
11378,53,Female,IT,2,27,64164.0,No,Excellent,30,2,14.0,Average,8,No,687256
11379,26,Male,Finance,3,4,60957.0,Yes,,35,4,8.0,Average,10,No,514073
11380,44,Male,Sales,4,2,74897.0,No,Excellent,43,7,48.0,Average,1,No,321544
11381,39,Male,IT,3,30,98893.0,No,Good,10,0,12.0,Low,5,No,205130
11382,36,Female,Finance,4,19,88605.0,No,Good,32,1,59.0,High,9,No,651928
11383,48,Male,IT,3,18,74686.0,Yes,Excellent,42,1,23.0,Average,5,No,473377
11384,53,Female,Sales,2,10,44155.0,No,Good,42,3,68.0,High,10,No,640502
11385,33,Male,IT,1,2,20668.0,Yes,Poor,3,8,44.0,Low,3,No,272604
11386,45,Female,Finance,2,22,65599.0,No,Good,26,1,55.0,High,9,No,388675
11387,56,Male,Sales,5,6,93289.0,Yes,Excellent,15,8,13.0,Average,9,No,828909
11388,47,Female,Finance,3,22,78215.0,Yes,Good,17,6,34.0,Low,4,Yes,922244
11389,58,Female,Finance,2,6,48996.0,No,Good,27,9,60.0,Average,4,No,421072
11390,27,Male,IT,4,33,119743.0,No,Good,18,7,48.0,Average,8,No,301626
11391,25,Female,Marketing,3,18,78561.0,No,Excellent,19,0,63.0,Average,7,No,950315
11392,51,Female,Finance,2,8,44772.0,Yes,Poor,12,4,19.0,Average,5,No,708441
11393,43,Female,Finance,3,17,73001.0,Yes,Good,24,8,72.0,Average,6,No,324476
11394,30,Female,Finance,3,24,86088.0,No,Fair,5,3,74.0,High,3,No,220325
11395,52,Female,Sales,1,13,34966.0,No,Good,24,1,65.0,Average,6,No,467915
11396,50,Female,Sales,2,24,54906.0,No,Good,27,5,27.0,Average,8,No,807758
11397,59,Female,IT,2,18,61034.0,No,Fair,30,1,51.0,Average,10,No,142774
11398,51,Female,Sales,2,14,47636.0,No,Fair,15,2,21.0,Average,9,No,524306
11399,38,Male,IT,2,15,45498.0,No,Good,38,7,61.0,Average,3,No,661097
11400,56,Male,Marketing,2,26,57189.0,No,Fair,44,2,58.0,Average,8,No,429569
11401,22,Female,Finance,1,9,27503.0,No,Fair,34,1,56.0,Average,3,Yes,110091
11402,34,Female,IT,2,3,33500.0,Yes,Excellent,27,5,26.0,Average,2,No,539499
11403,33,Male,Marketing,1,18,25641.0,No,Fair,20,2,43.0,Average,5,No,667577
11404,49,Male,Finance,2,27,66249.0,No,Good,41,0,17.0,Average,4,No,628006
11405,32,Male,IT,4,20,,No,Excellent,32,2,70.0,Average,5,No,252991
11406,59,Female,Sales,3,13,68700.0,No,Fair,4,5,56.0,Low,6,No,535232
11407,22,Male,IT,2,32,70626.0,Yes,Good,5,2,18.0,Average,3,No,961666
11408,52,Female,Finance,1,9,39775.0,No,Good,8,8,77.0,Average,1,No,343859
11409,33,Female,IT,1,18,42704.0,No,Good,22,6,78.0,Low,4,No,396542
11410,47,Male,IT,2,29,67802.0,Yes,Excellent,42,4,67.0,Average,6,Yes,383588
11411,37,Female,Sales,1,21,42818.0,Yes,Excellent,7,1,75.0,Low,2,No,838271
11412,51,Female,Finance,2,2,46887.0,Yes,Good,22,8,32.0,High,2,No,410195
11413,54,Female,Finance,1,17,44139.0,No,Fair,30,4,50.0,Average,1,No,333966
11414,44,Female,Finance,4,10,75622.0,No,Poor,37,6,32.0,Low,9,No,486217
11415,55,Male,Marketing,2,1,31354.0,No,Good,16,8,6.0,Low,3,No,893298
11416,26,Male,Finance,1,11,26508.0,Yes,Fair,15,3,21.0,Average,2,No,600742
11417,39,Female,Marketing,4,5,75361.0,No,Good,5,8,63.0,Average,4,No,752667
11418,50,Female,Marketing,2,28,66027.0,Yes,Good,3,0,56.0,High,6,No,615925
11419,27,Male,Finance,1,29,53004.0,Yes,Poor,23,5,8.0,High,1,No,348241
11420,30,Female,IT,2,1,41614.0,No,Excellent,10,1,7.0,Average,9,No,801473
11421,52,Male,Sales,3,8,69015.0,No,Fair,5,7,41.0,Average,9,No,665810
11422,54,Female,IT,3,1,53239.0,Yes,Good,23,4,28.0,High,8,No,427287
11423,48,Female,IT,1,28,41791.0,Yes,Good,15,2,76.0,High,6,No,394903
11424,35,Male,HR,2,32,68157.0,Yes,Good,18,1,39.0,Average,4,No,909097
11425,50,Male,HR,1,9,25681.0,No,Good,25,7,6.0,Average,2,No,976910
11426,57,Male,Marketing,1,33,50129.0,No,Poor,8,6,,Average,8,No,827145
11427,49,Male,Marketing,4,7,87245.0,No,Good,31,8,14.0,Average,7,No,559545
11428,42,Female,Finance,3,32,85322.0,No,Good,21,7,66.0,Average,4,No,127679
11429,24,Male,IT,2,5,45702.0,No,Excellent,2,3,,High,3,No,678171
11430,40,Female,Sales,3,18,65508.0,Yes,Good,22,1,73.0,Average,6,No,441673
11431,52,Male,Sales,1,31,59143.0,No,Good,8,1,63.0,High,1,No,977501
11432,56,Male,HR,4,26,102364.0,No,Good,23,1,13.0,Average,2,No,169131
11433,24,Female,Sales,1,0,27075.0,Yes,Excellent,32,5,64.0,Average,7,Yes,148295
11434,47,Male,Sales,1,32,49610.0,Yes,Fair,8,6,67.0,Average,3,No,278253
11435,37,Male,Marketing,2,31,69815.0,Yes,Good,4,5,56.0,Average,1,No,281793
11436,32,Male,Finance,3,4,56577.0,Yes,Good,30,1,27.0,Average,2,No,888688
11437,42,Male,HR,2,16,54284.0,No,,19,3,34.0,Average,10,No,898533
11438,37,Female,Sales,1,7,24324.0,No,Fair,23,2,47.0,High,10,No,539706
11439,30,Female,IT,2,33,73639.0,No,Good,18,3,72.0,High,9,No,677543
11440,21,Male,Sales,2,8,43541.0,No,Fair,29,4,25.0,Average,7,No,719232
11441,42,Male,Marketing,1,22,31972.0,No,Good,23,6,47.0,Average,7,No,589698
11442,46,Male,IT,4,34,118760.0,No,Good,33,8,77.0,Average,10,No,470862
11443,38,Female,IT,1,6,42366.0,Yes,Excellent,18,1,11.0,High,8,No,792304
11444,34,Female,HR,2,14,54589.0,Yes,Good,44,7,20.0,Average,8,No,173497
11445,49,Female,Sales,3,19,,No,Fair,33,2,27.0,Low,9,No,377560
11446,32,Female,IT,1,24,40592.0,Yes,Fair,7,8,62.0,Low,2,No,531238
11447,56,Male,Finance,3,2,60079.0,Yes,Excellent,28,9,35.0,Average,8,No,108429
11448,55,Male,IT,4,23,101912.0,No,Fair,1,3,73.0,Average,8,No,244855
11449,32,Male,Sales,1,33,55894.0,No,Good,39,2,10.0,High,5,Yes,684920
11450,27,Female,IT,4,21,101720.0,Yes,Fair,34,9,69.0,High,5,No,910722
11451,49,Male,IT,2,10,35616.0,No,Good,39,5,63.0,Average,4,No,489306
11452,31,Female,Marketing,1,7,30924.0,No,Good,19,9,32.0,Average,5,No,941585
11453,53,Female,HR,2,34,78226.0,Yes,Good,31,8,22.0,Average,2,No,997653
11454,26,Male,HR,2,7,38424.0,Yes,Good,13,6,14.0,High,2,No,396644
11455,35,Male,IT,3,26,76600.0,No,Excellent,24,3,11.0,Average,5,No,668309
11456,52,Male,IT,3,27,87127.0,Yes,Good,5,2,41.0,Average,3,No,723406
11457,31,Female,IT,4,33,360129.0,Yes,Good,46,9,,Average,1,No,981253
11458,43,Female,IT,5,31,125831.0,No,Excellent,19,3,20.0,Average,9,No,729627
11459,46,Male,IT,3,14,65683.0,No,Excellent,1,2,18.0,Average,2,No,156733
11460,54,Male,Marketing,3,16,74347.0,Yes,Fair,33,2,15.0,Average,10,No,577361
11461,54,Female,IT,2,32,85325.0,Yes,,33,8,38.0,Average,2,No,764536
11462,49,Male,Marketing,2,15,56587.0,Yes,Poor,32,3,64.0,Average,4,No,614327
11463,24,Female,IT,1,28,54836.0,No,Good,28,8,17.0,Average,2,No,190909
11464,37,Female,Marketing,3,8,70936.0,Yes,Excellent,37,9,43.0,Average,7,Yes,721779
11465,55,Male,Finance,2,32,77235.0,No,Fair,41,4,,Average,10,No,980706
11466,33,Male,HR,1,28,46914.0,No,Fair,12,6,32.0,Average,1,No,846015
11467,59,Male,Marketing,1,12,21932.0,Yes,Fair,9,4,44.0,Average,2,No,182439
11468,35,Male,Sales,2,20,54470.0,No,Good,11,0,20.0,High,5,No,897170
11469,49,Female,Marketing,3,20,71371.0,No,Good,33,1,54.0,Low,2,No,105041
11470,49,Female,IT,2,4,44755.0,No,Good,19,4,32.0,Average,9,No,674894
11471,31,Female,Sales,3,9,69590.0,Yes,Excellent,42,5,72.0,Average,4,Yes,582006
11472,52,Male,IT,2,5,43053.0,No,Good,34,6,,Average,9,No,287437
11473,22,Female,Marketing,3,12,60787.0,No,Fair,7,1,,Average,1,No,926959
11474,34,Male,Sales,1,0,28719.0,No,Excellent,31,9,20.0,Average,1,No,371394
11475,40,Male,IT,1,19,38302.0,Yes,Fair,2,8,,Average,1,No,978780
11476,42,Male,Finance,3,7,66020.0,No,Fair,19,5,58.0,Average,4,No,256760
11477,31,Male,Finance,2,9,47095.0,Yes,Poor,38,1,53.0,High,9,No,775150
11478,47,Male,IT,1,8,28851.0,Yes,Good,32,1,40.0,High,8,No,887378
11479,23,Male,Sales,2,2,,No,Fair,10,2,66.0,High,7,No,398942
11480,37,Female,Sales,1,10,25823.0,No,Fair,41,0,30.0,High,1,No,960295
11481,48,Male,IT,2,11,57032.0,No,Fair,8,8,60.0,High,3,No,749761
11482,49,Female,IT,2,9,37322.0,No,,26,9,26.0,Average,9,No,870840
11483,41,Female,Marketing,3,24,76568.0,No,Good,30,3,77.0,Average,9,No,232208
11484,36,Male,Sales,4,24,108554.0,No,Excellent,11,4,73.0,Low,5,No,787275
11485,57,Male,IT,1,10,33540.0,No,Good,41,6,53.0,Average,6,No,846834
11486,40,Male,Sales,5,25,135242.0,No,Fair,20,0,6.0,High,6,No,952522
11487,26,Female,Sales,2,13,52010.0,No,Fair,20,2,57.0,Average,10,No,516637
11488,39,Male,IT,3,0,64202.0,No,Excellent,9,2,11.0,Average,4,No,553132
11489,25,Female,IT,3,3,46455.0,No,Poor,8,1,24.0,Average,1,No,130893
11490,23,Male,IT,3,29,80318.0,No,Excellent,15,7,34.0,High,5,No,164124
11491,21,Male,Marketing,2,11,54573.0,No,Fair,34,4,79.0,Average,1,No,136171
11492,58,Female,IT,2,34,66357.0,Yes,Excellent,24,0,71.0,High,1,No,773998
11493,35,Female,Marketing,1,12,31215.0,Yes,Fair,33,1,63.0,Average,5,No,478198
11494,54,Male,Marketing,1,30,,No,Good,41,0,70.0,Average,5,No,297556
11495,55,Female,IT,2,22,65407.0,Yes,Good,41,5,7.0,Average,7,No,853598
11496,45,Female,Finance,2,3,39666.0,Yes,Good,40,8,60.0,Average,2,No,534279
11497,44,Female,IT,2,15,,No,Fair,27,6,21.0,Low,6,No,124193
11498,32,Female,Sales,1,6,26413.0,Yes,Good,21,4,56.0,Average,2,No,959175
11499,38,Female,Finance,3,21,82663.0,Yes,Good,5,2,11.0,High,10,No,371382
11500,35,Male,Sales,4,28,101634.0,No,Poor,35,7,9.0,Average,5,No,500635
11117,52,Female,Finance,4,4,69770.0,No,Good,42,3,79.0,Average,7,No,120410
11369,25,Male,IT,3,33,89590.0,Yes,Good,15,6,61.0,Average,7,No,237028
10423,55,Male,IT,1,23,48111.0,No,Fair,31,9,42.0,Average,8,No,966593
10414,44,Female,Sales,1,34,56422.0,Yes,Poor,43,9,23.0,Average,6,No,123753
10452,45,Female,Finance,1,17,43357.0,Yes,Fair,23,2,15.0,High,1,No,172858
10862,50,Male,HR,1,3,23249.0,No,Good,37,3,58.0,Average,4,No,954582
11064,28,Male,IT,1,26,46341.0,No,Excellent,39,7,7.0,Average,4,No,340899
10742,28,Male,Marketing,4,17,91144.0,Yes,Fair,39,1,44.0,Average,9,No,299879
11273,38,Male,Finance,1,17,34062.0,No,Fair,32,4,47.0,High,1,Yes,633317
10260,40,Female,IT,4,31,99532.0,No,Good,38,7,54.0,Average,7,No,156536
10889,45,Female,Finance,5,25,120606.0,No,Good,27,3,77.0,High,2,No,957646
11433,24,Female,Sales,1,0,27075.0,Yes,Excellent,32,5,64.0,Average,7,Yes,346641
10713,52,Female,Sales,2,30,62257.0,No,Good,23,5,25.0,High,4,No,934421
11383,48,Male,IT,3,18,74686.0,Yes,Excellent,42,1,23.0,Average,5,No,981063
10071,46,Female,Marketing,1,8,38054.0,No,Poor,1,9,25.0,Average,7,No,181107
11269,54,Female,IT,3,1,57908.0,No,,17,0,48.0,Average,4,No,274234
11492,58,Female,IT,2,34,66357.0,Yes,Excellent,24,0,71.0,High,1,No,775078
10608,22,Male,Sales,2,12,42899.0,No,Fair,13,0,67.0,Average,5,No,967834
